收盘价	日期	股票代码	名称	涨跌幅
2158.47	4/29/14	000300	沪深300	1.1008
2134.969	4/28/14	000300	沪深300	-1.5157
2167.826	4/25/14	000300	沪深300	-1.0339
2190.474	4/24/14	000300	沪深300	-0.1911
2194.668	4/23/14	000300	沪深300	-0.0968
2196.795	4/22/14	000300	沪深300	0.4365
2187.248	4/21/14	000300	沪深300	-1.6737
2224.479	4/18/14	000300	沪深300	-0.0146
2224.803	4/17/14	000300	沪深300	-0.3459
2232.526	4/16/14	000300	沪深300	0.1374
2229.463	4/15/14	000300	沪深300	-1.7257
2268.613	4/14/14	000300	沪深300	-0.0904
2270.666	4/11/14	000300	沪深300	-0.1361
2273.761	4/10/14	000300	沪深300	1.5698
2238.62	4/9/14	000300	沪深300	0.0583
2237.316	4/8/14	000300	沪深300	2.3722
2185.472	4/4/14	000300	沪深300	0.9452
2165.008	4/3/14	000300	沪深300	-0.7208
2180.727	4/2/14	000300	沪深300	0.8142
2163.115	4/1/14	000300	沪深300	0.7832
2146.305	3/31/14	000300	沪深300	-0.263
2151.965	3/28/14	000300	沪深300	-0.1736
2155.707	3/27/14	000300	沪深300	-0.7066
2171.047	3/26/14	000300	沪深300	-0.156
2174.44	3/25/14	000300	沪深300	-0.0971
2176.554	3/24/14	000300	沪深300	0.8225
2158.798	3/21/14	000300	沪深300	3.4419
2086.967	3/20/14	000300	沪深300	-1.5985
2120.87	3/19/14	000300	沪深300	-0.8074
2138.133	3/18/14	000300	沪深300	-0.2289
2143.038	3/17/14	000300	沪深300	0.9517
2122.836	3/14/14	000300	沪深300	-0.8175
2140.333	3/13/14	000300	沪深300	1.2392
2114.134	3/12/14	000300	沪深300	0.2595
2108.661	3/11/14	000300	沪深300	0.5184
2097.787	3/10/14	000300	沪深300	-3.2546
2168.358	3/7/14	000300	沪深300	-0.2427
2173.634	3/6/14	000300	沪深300	0.4463
2163.976	3/5/14	000300	沪深300	-0.9292
2184.273	3/4/14	000300	沪深300	-0.2784
2190.37	3/3/14	000300	沪深300	0.5231
2178.971	2/28/14	000300	沪深300	1.1542
2154.108	2/27/14	000300	沪深300	-0.4297
2163.405	2/26/14	000300	沪深300	0.2547
2157.909	2/25/14	000300	沪深300	-2.5559
2214.509	2/24/14	000300	沪深300	-2.1987
2264.294	2/21/14	000300	沪深300	-1.0117
2287.436	2/20/14	000300	沪深300	-0.9191
2308.656	2/19/14	000300	沪深300	1.1485
2282.442	2/18/14	000300	沪深300	-1.2634
2311.647	2/17/14	000300	沪深300	0.7001
2295.575	2/14/14	000300	沪深300	0.7028
2279.554	2/13/14	000300	沪深300	-0.5103
2291.246	2/12/14	000300	沪深300	0.2487
2285.562	2/11/14	000300	沪深300	0.795
2267.534	2/10/14	000300	沪深300	2.4882
2212.483	2/7/14	000300	沪深300	0.4555
