日期,股票代码,名称,涨跌幅
2011/8/18,'399300,沪深300,-1.7934
2011/8/17,'399300,沪深300,-0.3992
2011/8/16,'399300,沪深300,-0.6958
2011/8/15,'399300,沪深300,1.4787
2011/8/12,'399300,沪深300,0.2944
2011/8/11,'399300,沪深300,1.5157
2011/8/10,'399300,沪深300,0.9267
2011/8/9,'399300,沪深300,0.1537
2011/8/8,'399300,沪深300,-3.5728
2011/8/5,'399300,沪深300,-2.1245
2011/8/4,'399300,沪深300,0.1841
2011/8/3,'399300,沪深300,-0.0512
2011/8/2,'399300,沪深300,-0.7166
2011/8/1,'399300,沪深300,0.1898
2011/7/29,'399300,沪深300,-0.2993
2011/7/28,'399300,沪深300,-0.635
2011/7/27,'399300,沪深300,0.7484
2011/7/26,'399300,沪深300,0.3193
2011/7/25,'399300,沪深300,-3.2496
2011/7/22,'399300,沪深300,0.2892
2011/7/21,'399300,沪深300,-1.0489
2011/7/20,'399300,沪深300,-0.115
2011/7/19,'399300,沪深300,-0.8799
2011/7/18,'399300,沪深300,-0.201
2011/7/15,'399300,沪深300,0.4219
2011/7/14,'399300,沪深300,0.3058
2011/7/13,'399300,沪深300,1.6141
2011/7/12,'399300,沪深300,-1.8085
2011/7/11,'399300,沪深300,0.1294
2011/7/8,'399300,沪深300,0.2419
2011/7/7,'399300,沪深300,-0.3864
2011/7/6,'399300,沪深300,-0.2814
2011/7/5,'399300,沪深300,0.0167
2011/7/4,'399300,沪深300,2.3686
2011/7/1,'399300,沪深300,0.1858
2011/6/30,'399300,沪深300,1.4639
2011/6/29,'399300,沪深300,-1.3665
2011/6/28,'399300,沪深300,0.1727
2011/6/27,'399300,沪深300,0.298
2011/6/24,'399300,沪深300,2.3614
2011/6/23,'399300,沪深300,1.6863
2011/6/22,'399300,沪深300,-0.0169
2011/6/21,'399300,沪深300,1.1888
2011/6/20,'399300,沪深300,-0.5968
2011/6/17,'399300,沪深300,-0.8713
2011/6/16,'399300,沪深300,-1.5369
2011/6/15,'399300,沪深300,-1.0168
2011/6/14,'399300,沪深300,1.4646
2011/6/13,'399300,沪深300,-0.3911
2011/6/10,'399300,沪深300,0.3402
2011/6/9,'399300,沪深300,-1.8867
2011/6/8,'399300,沪深300,0.1461
2011/6/7,'399300,沪深300,0.5998
2011/6/3,'399300,沪深300,1.0368
2011/6/2,'399300,沪深300,-1.6134
2011/6/1,'399300,沪深300,0.0872
2011/5/31,'399300,沪深300,1.5925
2011/5/30,'399300,沪深300,-0.297
2011/5/27,'399300,沪深300,-0.5061
2011/5/26,'399300,沪深300,-0.4
2011/5/25,'399300,沪深300,-1.1856
2011/5/24,'399300,沪深300,0.1073
2011/5/23,'399300,沪深300,-3.1592
2011/5/20,'399300,沪深300,0.0307
2011/5/19,'399300,沪深300,-0.5969
2011/5/18,'399300,沪深300,0.7494
2011/5/17,'399300,沪深300,0.502
2011/5/16,'399300,沪深300,-0.8833
2011/5/13,'399300,沪深300,0.8541
2011/5/12,'399300,沪深300,-1.3825
2011/5/11,'399300,沪深300,-0.258
2011/5/10,'399300,沪深300,0.7496
2011/5/9,'399300,沪深300,0.2679
2011/5/6,'399300,沪深300,-0.151
2011/5/5,'399300,沪深300,-0.093
2011/5/4,'399300,沪深300,-2.5569
2011/5/3,'399300,沪深300,0.5766
2011/4/29,'399300,沪深300,0.9788
2011/4/28,'399300,沪深300,-1.4871
2011/4/27,'399300,沪深300,-0.6641
2011/4/26,'399300,沪深300,-0.5728
2011/4/25,'399300,沪深300,-1.5263
2011/4/22,'399300,沪深300,-0.5253
2011/4/21,'399300,沪深300,0.6557
2011/4/20,'399300,沪深300,-0.0016
2011/4/19,'399300,沪深300,-1.8939
2011/4/18,'399300,沪深300,0.0147
2011/4/15,'399300,沪深300,0.1605
2011/4/14,'399300,沪深300,-0.5478
2011/4/13,'399300,沪深300,1.3605
2011/4/12,'399300,沪深300,-0.1997
2011/4/11,'399300,沪深300,-0.5944
2011/4/8,'399300,沪深300,0.8705
2011/4/7,'399300,沪深300,0.4033
2011/4/6,'399300,沪深300,1.1714
2011/4/1,'399300,沪深300,1.5339
2011/3/31,'399300,沪深300,-1.0071
2011/3/30,'399300,沪深300,-0.0583
2011/3/29,'399300,沪深300,-0.9905
2011/3/28,'399300,沪深300,-0.1188
2011/3/25,'399300,沪深300,1.3263
2011/3/24,'399300,沪深300,-0.4155
2011/3/23,'399300,沪深300,1.3021
2011/3/22,'399300,沪深300,0.4942
2011/3/21,'399300,沪深300,-0.2667
2011/3/18,'399300,沪深300,0.5813
2011/3/17,'399300,沪深300,-1.573
2011/3/16,'399300,沪深300,1.3806
2011/3/15,'399300,沪深300,-1.8069
2011/3/14,'399300,沪深300,0.4787
2011/3/11,'399300,沪深300,-1.0025
2011/3/10,'399300,沪深300,-1.7551
2011/3/9,'399300,沪深300,0.042
2011/3/8,'399300,沪深300,0.0884
2011/3/7,'399300,沪深300,1.952
2011/3/4,'399300,沪深300,1.5193
2011/3/3,'399300,沪深300,-0.6654
2011/3/2,'399300,沪深300,-0.3562
2011/3/1,'399300,沪深300,0.4733
2011/2/28,'399300,沪深300,1.3117
2011/2/25,'399300,沪深300,0.2094
2011/2/24,'399300,沪深300,0.5101
2011/2/23,'399300,沪深300,0.3529
2011/2/22,'399300,沪深300,-2.8954
2011/2/21,'399300,沪深300,1.4332
2011/2/18,'399300,沪深300,-1.0484
2011/2/17,'399300,沪深300,-0.0807
2011/2/16,'399300,沪深300,0.959
2011/2/15,'399300,沪深300,-0.0457
2011/2/14,'399300,沪深300,3.1461
2011/2/11,'399300,沪深300,0.541
2011/2/10,'399300,沪深300,2.0788
2011/2/9,'399300,沪深300,-1.1807
2011/2/1,'399300,沪深300,0.0252
2011/1/31,'399300,沪深300,1.3097
2011/1/28,'399300,沪深300,0.3393
2011/1/27,'399300,沪深300,1.6128
2011/1/26,'399300,沪深300,1.3536
2011/1/25,'399300,沪深300,-0.5273
2011/1/24,'399300,沪深300,-0.9795
2011/1/21,'399300,沪深300,1.3157
2011/1/20,'399300,沪深300,-3.2888
2011/1/19,'399300,沪深300,2.2569
2011/1/18,'399300,沪深300,0.1109
2011/1/17,'399300,沪深300,-3.8007
2011/1/14,'399300,沪深300,-1.5733
2011/1/13,'399300,沪深300,-0.0335
2011/1/12,'399300,沪深300,0.5573
2011/1/11,'399300,沪深300,0.5384
2011/1/10,'399300,沪深300,-1.8454
2011/1/7,'399300,沪深300,0.2209
2011/1/6,'399300,沪深300,-0.5044
2011/1/5,'399300,沪深300,-0.4395
2011/1/4,'399300,沪深300,1.9634
2010/12/31,'399300,沪深300,2.094
2010/12/30,'399300,沪深300,0.0741
2010/12/29,'399300,沪深300,0.555
2010/12/28,'399300,沪深300,-1.7672
2010/12/27,'399300,沪深300,-1.9996
2010/12/24,'399300,沪深300,-0.8045
2010/12/23,'399300,沪深300,-0.8349
2010/12/22,'399300,沪深300,-1.048
2010/12/21,'399300,沪深300,2.229
2010/12/20,'399300,沪深300,-1.4572
2010/12/17,'399300,沪深300,-0.1549
2010/12/16,'399300,沪深300,-0.5228
2010/12/15,'399300,沪深300,-0.6677
2010/12/14,'399300,沪深300,0.258
2010/12/13,'399300,沪深300,3.1336
2010/12/10,'399300,沪深300,1.2362
2010/12/9,'399300,沪深300,-1.5296
2010/12/8,'399300,沪深300,-0.8892
2010/12/7,'399300,沪深300,1.0983
2010/12/6,'399300,沪深300,0.2348
2010/12/3,'399300,沪深300,0.0982
2010/12/2,'399300,沪深300,0.607
2010/12/1,'399300,沪深300,-0.0306
2010/11/30,'399300,沪深300,-1.6635
2010/11/29,'399300,沪深300,-0.1503
2010/11/26,'399300,沪深300,-0.8882
2010/11/25,'399300,沪深300,1.4618
2010/11/24,'399300,沪深300,2.2486
2010/11/23,'399300,沪深300,-2.0418
2010/11/22,'399300,沪深300,-0.2172
2010/11/19,'399300,沪深300,0.9811
2010/11/18,'399300,沪深300,1.4194
2010/11/17,'399300,沪深300,-2.0707
2010/11/16,'399300,沪深300,-4.3849
2010/11/15,'399300,沪深300,0.7005
2010/11/12,'399300,沪深300,-6.2149
2010/11/11,'399300,沪深300,0.3105
2010/11/10,'399300,沪深300,-0.705
2010/11/9,'399300,沪深300,-0.6936
2010/11/8,'399300,沪深300,0.7887
2010/11/5,'399300,沪深300,1.1577
2010/11/4,'399300,沪深300,1.759
2010/11/3,'399300,沪深300,-1.2356
2010/11/2,'399300,沪深300,-0.284
2010/11/1,'399300,沪深300,2.7518
2010/10/29,'399300,沪深300,-0.5212
2010/10/28,'399300,沪深300,-0.1816
2010/10/27,'399300,沪深300,-1.7949
2010/10/26,'399300,沪深300,-0.4308
2010/10/25,'399300,沪深300,3.0316
2010/10/22,'399300,沪深300,0.1176
2010/10/21,'399300,沪深300,-0.6534
2010/10/20,'399300,沪深300,0.6282
2010/10/19,'399300,沪深300,2.1026
2010/10/18,'399300,沪深300,-0.6468
2010/10/15,'399300,沪深300,3.2115
2010/10/14,'399300,沪深300,0.204
2010/10/13,'399300,沪深300,1.4136
2010/10/12,'399300,沪深300,1.2714
2010/10/11,'399300,沪深300,2.9125
2010/10/8,'399300,沪深300,3.7015
2010/9/30,'399300,沪深300,2.1136
2010/9/29,'399300,沪深300,-0.2116
2010/9/28,'399300,沪深300,-0.8304
2010/9/27,'399300,沪深300,1.6642
2010/9/21,'399300,沪深300,0.2684
2010/9/20,'399300,沪深300,-0.4033
2010/9/17,'399300,沪深300,0.1253
2010/9/16,'399300,沪深300,-1.9019
2010/9/15,'399300,沪深300,-1.7475
2010/9/14,'399300,沪深300,0.0908
2010/9/13,'399300,沪深300,1.015
2010/9/10,'399300,沪深300,0.2082
2010/9/9,'399300,沪深300,-1.8285
2010/9/8,'399300,沪深300,-0.0718
2010/9/7,'399300,沪深300,0.2695
2010/9/6,'399300,沪深300,1.8795
2010/9/3,'399300,沪深300,-0.0407
2010/9/2,'399300,沪深300,1.2951
2010/9/1,'399300,沪深300,-0.6595
2010/8/31,'399300,沪深300,-0.4056
2010/8/30,'399300,沪深300,1.9746
2010/8/27,'399300,沪深300,0.2973
2010/8/26,'399300,沪深300,0.2487
2010/8/25,'399300,沪深300,-2.3629
2010/8/24,'399300,沪深300,0.5398
2010/8/23,'399300,沪深300,-0.0739
2010/8/20,'399300,沪深300,-1.9308
2010/8/19,'399300,沪深300,0.6139
2010/8/18,'399300,沪深300,-0.1675
2010/8/17,'399300,沪深300,0.6916
2010/8/16,'399300,沪深300,2.3301
2010/8/13,'399300,沪深300,1.3905
2010/8/12,'399300,沪深300,-1.1868
2010/8/11,'399300,沪深300,0.6204
2010/8/10,'399300,沪深300,-2.9334
2010/8/9,'399300,沪深300,0.7103
2010/8/6,'399300,沪深300,1.6427
2010/8/5,'399300,沪深300,-0.8902
2010/8/4,'399300,沪深300,0.3651
2010/8/3,'399300,沪深300,-1.7586
2010/8/2,'399300,沪深300,1.6881
2010/7/30,'399300,沪深300,-0.3172
2010/7/29,'399300,沪深300,0.4977
2010/7/28,'399300,沪深300,2.4323
2010/7/27,'399300,沪深300,-0.5454
2010/7/26,'399300,沪深300,0.6437
2010/7/23,'399300,沪深300,0.4239
2010/7/22,'399300,沪深300,1.2358
2010/7/21,'399300,沪深300,0.2127
2010/7/20,'399300,沪深300,2.2006
2010/7/19,'399300,沪深300,2.536
2010/7/16,'399300,沪深300,0.2917
2010/7/15,'399300,沪深300,-1.6992
2010/7/14,'399300,沪深300,0.7218
2010/7/13,'399300,沪深300,-1.5554
2010/7/12,'399300,沪深300,1.0998
2010/7/9,'399300,沪深300,2.7634
2010/7/8,'399300,沪深300,-0.1766
2010/7/7,'399300,沪深300,0.6857
2010/7/6,'399300,沪深300,1.9999
2010/7/5,'399300,沪深300,-0.8466
2010/7/2,'399300,沪深300,0.318
2010/7/1,'399300,沪深300,-1.4435
2010/6/30,'399300,沪深300,-1.1169
2010/6/29,'399300,沪深300,-4.5921
2010/6/28,'399300,沪深300,-0.713
2010/6/25,'399300,沪深300,-0.7692
2010/6/24,'399300,沪深300,-0.0361
2010/6/23,'399300,沪深300,-0.9062
2010/6/22,'399300,沪深300,0.1099
2010/6/21,'399300,沪深300,3.134
2010/6/18,'399300,沪深300,-1.6978
2010/6/17,'399300,沪深300,-0.5848
2010/6/11,'399300,沪深300,0.3216
2010/6/10,'399300,沪深300,-1.1542
2010/6/9,'399300,沪深300,3.0673
2010/6/8,'399300,沪深300,0.1343
2010/6/7,'399300,沪深300,-1.7737
2010/6/4,'399300,沪深300,0.3039
2010/6/3,'399300,沪深300,-0.7779
2010/6/2,'399300,沪深300,0.487
2010/6/1,'399300,沪深300,-1.0494
2010/5/31,'399300,沪深300,-2.7028
2010/5/28,'399300,沪深300,-0.3384
2010/5/27,'399300,沪深300,1.636
2010/5/26,'399300,沪深300,0
2010/5/25,'399300,沪深300,-2.0716
2010/5/24,'399300,沪深300,3.7806
2010/5/21,'399300,沪深300,1.5689
2010/5/20,'399300,沪深300,-1.3088
2010/5/19,'399300,沪深300,-0.331
2010/5/18,'399300,沪深300,2.0861
2010/5/17,'399300,沪深300,-5.3454
2010/5/14,'399300,沪深300,-0.6543
2010/5/13,'399300,沪深300,2.4396
2010/5/12,'399300,沪深300,0.6192
2010/5/11,'399300,沪深300,-2.0088
2010/5/10,'399300,沪深300,0.7559
2010/5/7,'399300,沪深300,-2.0735
2010/5/6,'399300,沪深300,-4.5955
2010/5/5,'399300,沪深300,0.5612
2010/5/4,'399300,沪深300,-1.5621
2010/4/30,'399300,沪深300,0.2386
2010/4/29,'399300,沪深300,-1.2039
2010/4/28,'399300,沪深300,-0.3557
2010/4/27,'399300,沪深300,-2.0047
2010/4/26,'399300,沪深300,-0.5645
2010/4/23,'399300,沪深300,-0.3604
2010/4/22,'399300,沪深300,-1.0856
2010/4/21,'399300,沪深300,1.9949
2010/4/20,'399300,沪深300,-0.096
2010/4/19,'399300,沪深300,-5.3603
2010/4/16,'399300,沪深300,-1.1266
2010/4/15,'399300,沪深300,-0.2683
2010/4/14,'399300,沪深300,0.3535
2010/4/13,'399300,沪深300,1.2006
2010/4/12,'399300,沪深300,-0.8195
2010/4/9,'399300,沪深300,0.9689
2010/4/8,'399300,沪深300,-1.1871
2010/4/7,'399300,沪深300,-0.5344
2010/4/6,'399300,沪深300,-0.0646
2010/4/2,'399300,沪深300,0.4543
2010/4/1,'399300,沪深300,1.3847
2010/3/31,'399300,沪深300,-0.6268
2010/3/30,'399300,沪深300,0.2432
2010/3/29,'399300,沪深300,2.5508
2010/3/26,'399300,沪深300,1.4206
2010/3/25,'399300,沪深300,-1.4509
2010/3/24,'399300,沪深300,0.0335
2010/3/23,'399300,沪深300,-0.8192
2010/3/22,'399300,沪深300,0.2659
2010/3/19,'399300,沪深300,0.8054
2010/3/18,'399300,沪深300,-0.1943
2010/3/17,'399300,沪深300,2.1831
2010/3/16,'399300,沪深300,0.6531
2010/3/15,'399300,沪深300,-1.5447
2010/3/12,'399300,沪深300,-1.33
2010/3/11,'399300,沪深300,-0.0911
2010/3/10,'399300,沪深300,-0.7916
2010/3/9,'399300,沪深300,0.599
2010/3/8,'399300,沪深300,0.8103
2010/3/5,'399300,沪深300,0.2828
2010/3/4,'399300,沪深300,-2.5339
2010/3/3,'399300,沪深300,0.7201
2010/3/2,'399300,沪深300,-0.3967
2010/3/1,'399300,沪深300,1.3029
2010/2/26,'399300,沪深300,-0.3178
2010/2/25,'399300,沪深300,1.4685
2010/2/24,'399300,沪深300,1.4334
2010/2/23,'399300,沪深300,-1.0735
2010/2/22,'399300,沪深300,-0.5516
2010/2/12,'399300,沪深300,0.9589
2010/2/11,'399300,沪深300,0.195
2010/2/10,'399300,沪深300,1.418
2010/2/9,'399300,沪深300,0.5777
2010/2/8,'399300,沪深300,-0.0666
2010/2/5,'399300,沪深300,-2.0416
2010/2/4,'399300,沪深300,-0.3687
2010/2/3,'399300,沪深300,2.6866
2010/2/2,'399300,沪深300,-0.2067
2010/2/1,'399300,沪深300,-1.6057
2010/1/29,'399300,沪深300,-0.0753
2010/1/28,'399300,沪深300,0.2502
2010/1/27,'399300,沪深300,-1.364
2010/1/26,'399300,沪深300,-2.5606
2010/1/25,'399300,沪深300,-1.1343
2010/1/22,'399300,沪深300,-1.2432
2010/1/21,'399300,沪深300,0.4166
2010/1/20,'399300,沪深300,-3.2231
2010/1/19,'399300,沪深300,0.1942
2010/1/18,'399300,沪深300,0.5153
2010/1/15,'399300,沪深300,0.3945
2010/1/14,'399300,沪深300,1.4003
2010/1/13,'399300,沪深300,-3.2185
2010/1/12,'399300,沪深300,1.5182
2010/1/11,'399300,沪深300,0.0552
2010/1/8,'399300,沪深300,0.2499
2010/1/7,'399300,沪深300,-1.9841
2010/1/6,'399300,沪深300,-0.626
2010/1/5,'399300,沪深300,0.8149
2010/1/4,'399300,沪深300,-1.1314
2009/12/31,'399300,沪深300,0.4728
2009/12/30,'399300,沪深300,1.6602
2009/12/29,'399300,沪深300,0.6412
2009/12/28,'399300,沪深300,1.5665
2009/12/25,'399300,沪深300,-0.4081
2009/12/24,'399300,沪深300,3.0672
2009/12/23,'399300,沪深300,0.9359
2009/12/22,'399300,沪深300,-2.6815
2009/12/21,'399300,沪深300,0.1441
2009/12/18,'399300,沪深300,-2.5406
2009/12/17,'399300,沪深300,-2.2627
2009/12/16,'399300,沪深300,-0.6312
2009/12/15,'399300,沪深300,-0.8141
2009/12/14,'399300,沪深300,1.0555
2009/12/11,'399300,沪深300,-0.062
2009/12/10,'399300,沪深300,0.6403
2009/12/9,'399300,沪深300,-1.9189
2009/12/8,'399300,沪深300,-1.2215
2009/12/7,'399300,沪深300,0.6955
2009/12/4,'399300,沪深300,1.4652
2009/12/3,'399300,沪深300,-0.1794
2009/12/2,'399300,沪深300,1.025
2009/12/1,'399300,沪深300,1.4
2009/11/30,'399300,沪深300,3.8184
2009/11/27,'399300,沪深300,-2.9624
2009/11/26,'399300,沪深300,-3.9634
2009/11/25,'399300,沪深300,2.2984
2009/11/24,'399300,沪深300,-3.2036
2009/11/23,'399300,沪深300,0.95
2009/11/20,'399300,沪深300,-0.3136
2009/11/19,'399300,沪深300,0.3363
2009/11/18,'399300,沪深300,0.0517
2009/11/17,'399300,沪深300,0.0705
2009/11/16,'399300,沪深300,3.043
2009/11/13,'399300,沪深300,0.5351
2009/11/12,'399300,沪深300,0.1235
2009/11/11,'399300,沪深300,-0.2312
2009/11/10,'399300,沪深300,0.2285
2009/11/9,'399300,沪深300,0.3665
2009/11/6,'399300,沪深300,0.5399
2009/11/5,'399300,沪深300,0.302
2009/11/4,'399300,沪深300,0.5374
2009/11/3,'399300,沪深300,1.2562
2009/11/2,'399300,沪深300,3.4274
2009/10/30,'399300,沪深300,1.0262
2009/10/29,'399300,沪深300,-2.4713
2009/10/28,'399300,沪深300,0.4406
2009/10/27,'399300,沪深300,-2.9148
2009/10/26,'399300,沪深300,0.0289
2009/10/23,'399300,沪深300,1.9697
2009/10/22,'399300,沪深300,-0.6519
2009/10/21,'399300,沪深300,-0.2454
2009/10/20,'399300,沪深300,1.4543
2009/10/19,'399300,沪深300,2.6976
2009/10/16,'399300,沪深300,0.0638
2009/10/15,'399300,沪深300,0.3794
2009/10/14,'399300,沪深300,0.903
2009/10/13,'399300,沪深300,1.4876
2009/10/12,'399300,沪深300,-0.3817
2009/10/9,'399300,沪深300,5.2883
2009/9/30,'399300,沪深300,1.0941
2009/9/29,'399300,沪深300,-0.012
2009/9/28,'399300,沪深300,-2.8081
2009/9/25,'399300,沪深300,-0.727
2009/9/24,'399300,沪深300,0.6816
2009/9/23,'399300,沪深300,-2.2663
2009/9/22,'399300,沪深300,-2.4178
2009/9/21,'399300,沪深300,0.2786
2009/9/18,'399300,沪深300,-3.6266
2009/9/17,'399300,沪深300,1.8986
2009/9/16,'399300,沪深300,-1.3446
2009/9/15,'399300,沪深300,0.2808
2009/9/14,'399300,沪深300,1.7066
2009/9/11,'399300,沪深300,2.3782
2009/9/10,'399300,沪深300,-1.0014
2009/9/9,'399300,沪深300,0.755
2009/9/8,'399300,沪深300,2.1506
2009/9/7,'399300,沪深300,0.8796
2009/9/4,'399300,沪深300,0.825
2009/9/3,'399300,沪深300,5.5705
2009/9/2,'399300,沪深300,1.6607
2009/9/1,'399300,沪深300,0.4745
2009/8/31,'399300,沪深300,-7.1062
2009/8/28,'399300,沪深300,-3.4699
2009/8/27,'399300,沪深300,-0.507
2009/8/26,'399300,沪深300,2.0116
2009/8/25,'399300,沪深300,-3.7085
2009/8/24,'399300,沪深300,0.8108
2009/8/21,'399300,沪深300,1.8838
2009/8/20,'399300,沪深300,4.3065
2009/8/19,'399300,沪深300,-4.9628
2009/8/18,'399300,沪深300,1.0099
2009/8/17,'399300,沪深300,-6.1053
2009/8/14,'399300,沪深300,-2.8004
2009/8/13,'399300,沪深300,1.278
2009/8/12,'399300,沪深300,-4.4701
2009/8/11,'399300,沪深300,0.3339
2009/8/10,'399300,沪深300,-0.2969
2009/8/7,'399300,沪深300,-2.949
2009/8/6,'399300,沪深300,-2.0801
2009/8/5,'399300,沪深300,-1.2063
2009/8/4,'399300,沪深300,-0.011
2009/8/3,'399300,沪深300,1.4034
2009/7/31,'399300,沪深300,2.7458
2009/7/30,'399300,沪深300,2.1444
2009/7/29,'399300,沪深300,-5.2534
2009/7/28,'399300,沪深300,0.3257
2009/7/27,'399300,沪深300,2.0741
2009/7/24,'399300,沪深300,0.4268
2009/7/23,'399300,沪深300,1.2488
2009/7/22,'399300,沪深300,1.8953
2009/7/21,'399300,沪深300,-1.4283
2009/7/20,'399300,沪深300,2.0261
2009/7/17,'399300,沪深300,0.5304
2009/7/16,'399300,沪深300,0.2271
2009/7/15,'399300,沪深300,1.1159
2009/7/14,'399300,沪深300,2.7891
2009/7/13,'399300,沪深300,-1.0976
2009/7/10,'399300,沪深300,0.0591
2009/7/9,'399300,沪深300,1.3136
2009/7/8,'399300,沪深300,0.3525
2009/7/7,'399300,沪深300,-1.0152
2009/7/6,'399300,沪深300,1.4312
2009/7/3,'399300,沪深300,1.3641
2009/7/2,'399300,沪深300,1.373
2009/7/1,'399300,沪深300,2.2558
2009/6/30,'399300,沪深300,-0.4245
2009/6/29,'399300,沪深300,1.6478
2009/6/26,'399300,沪深300,0.3368
2009/6/25,'399300,沪深300,-0.09
2009/6/24,'399300,沪深300,1.1944
2009/6/23,'399300,沪深300,0.0432
2009/6/22,'399300,沪深300,0.0832
2009/6/19,'399300,沪深300,0.7383
2009/6/18,'399300,沪深300,1.5558
2009/6/17,'399300,沪深300,1.6672
2009/6/16,'399300,沪深300,-0.1676
2009/6/15,'399300,沪深300,2.0613
2009/6/12,'399300,沪深300,-1.8687
2009/6/11,'399300,沪深300,-0.9354
2009/6/10,'399300,沪深300,0.9809
2009/6/9,'399300,沪深300,0.4096
2009/6/8,'399300,沪深300,0.312
2009/6/5,'399300,沪深300,-0.489
2009/6/4,'399300,沪深300,0.4887
2009/6/3,'399300,沪深300,2.5929
2009/6/2,'399300,沪深300,0.2364
2009/6/1,'399300,沪深300,3.5739
2009/5/27,'399300,沪深300,1.4688
2009/5/26,'399300,沪深300,-1.1971
2009/5/25,'399300,沪深300,0.4393
2009/5/22,'399300,沪深300,-0.3394
2009/5/21,'399300,沪深300,-2.2346
2009/5/20,'399300,沪深300,-0.9584
2009/5/19,'399300,沪深300,1.05
2009/5/18,'399300,沪深300,0.517
2009/5/15,'399300,沪深300,0.126
2009/5/14,'399300,沪深300,-0.7608
2009/5/13,'399300,沪深300,0.9124
2009/5/12,'399300,沪深300,2.3207
2009/5/11,'399300,沪深300,-2.2911
2009/5/8,'399300,沪深300,0.8002
2009/5/7,'399300,沪深300,0.0758
2009/5/6,'399300,沪深300,1.3922
2009/5/5,'399300,沪深300,0.4684
2009/5/4,'399300,沪深300,3.4837
2009/4/30,'399300,沪深300,0.6738
2009/4/29,'399300,沪深300,3.448
2009/4/28,'399300,沪深300,0.2085
2009/4/27,'399300,沪深300,-2.3163
2009/4/24,'399300,沪深300,-0.7972
2009/4/23,'399300,沪深300,0.6709
2009/4/22,'399300,沪深300,-3.7063
2009/4/21,'399300,沪深300,-1.1901
2009/4/20,'399300,沪深300,2.1495
2009/4/17,'399300,沪深300,-1.3552
2009/4/16,'399300,沪深300,0.0043
2009/4/15,'399300,沪深300,0.378
2009/4/14,'399300,沪深300,0.7662
2009/4/13,'399300,沪深300,2.3497
2009/4/10,'399300,沪深300,3.0926
2009/4/9,'399300,沪深300,1.5456
2009/4/8,'399300,沪深300,-3.7875
2009/4/7,'399300,沪深300,0.2508
2009/4/3,'399300,沪深300,-0.2289
2009/4/2,'399300,沪深300,1.1058
2009/4/1,'399300,沪深300,1.6123
2009/3/31,'399300,沪深300,0.9379
2009/3/30,'399300,沪深300,-0.578
2009/3/27,'399300,沪深300,0.7719
2009/3/26,'399300,沪深300,3.2674
2009/3/25,'399300,沪深300,-2.0579
2009/3/24,'399300,沪深300,0.5078
2009/3/23,'399300,沪深300,2.5026
2009/3/20,'399300,沪深300,-0.1144
2009/3/19,'399300,沪深300,2.1397
2009/3/18,'399300,沪深300,0.4413
2009/3/17,'399300,沪深300,3.6041
2009/3/16,'399300,沪深300,1.641
2009/3/13,'399300,沪深300,-0.4639
2009/3/12,'399300,沪深300,-0.2108
2009/3/11,'399300,沪深300,-0.9105
2009/3/10,'399300,沪深300,1.7369
2009/3/9,'399300,沪深300,-3.6758
2009/3/6,'399300,沪深300,-0.7958
2009/3/5,'399300,沪深300,0.8652
2009/3/4,'399300,沪深300,6.6753
2009/3/3,'399300,沪深300,-1.04
2009/3/2,'399300,沪深300,1.1295
2009/2/27,'399300,沪深300,-2.269
2009/2/26,'399300,沪深300,-4.9502
2009/2/25,'399300,沪深300,0.1044
2009/2/24,'399300,沪深300,-4.5067
2009/2/23,'399300,沪深300,2.8222
2009/2/20,'399300,沪深300,1.9974
2009/2/19,'399300,沪深300,0.9917
2009/2/18,'399300,沪深300,-4.5885
2009/2/17,'399300,沪深300,-3.1253
2009/2/16,'399300,沪深300,2.6335
2009/2/13,'399300,沪深300,3.4819
2009/2/12,'399300,沪深300,-0.5489
2009/2/11,'399300,沪深300,0.1884
2009/2/10,'399300,沪深300,1.3099
2009/2/9,'399300,沪深300,2.6547
2009/2/6,'399300,沪深300,4.0126
2009/2/5,'399300,沪深300,-0.7128
2009/2/4,'399300,沪深300,2.7267
2009/2/3,'399300,沪深300,2.5204
2009/2/2,'399300,沪深300,1.1994
2009/1/23,'399300,沪深300,-0.5805
2009/1/22,'399300,沪深300,1.1298
2009/1/21,'399300,沪深300,-0.1718
2009/1/20,'399300,沪深300,0.6323
2009/1/19,'399300,沪深300,1.118
2009/1/16,'399300,沪深300,1.8078
2009/1/15,'399300,沪深300,-0.0189
2009/1/14,'399300,沪深300,4.2138
2009/1/13,'399300,沪深300,-2.317
2009/1/12,'399300,沪深300,0.121
2009/1/9,'399300,沪深300,1.6088
2009/1/8,'399300,沪深300,-2.2363
2009/1/7,'399300,沪深300,-0.598
2009/1/6,'399300,沪深300,3.1778
2009/1/5,'399300,沪深300,3.5889
2008/12/31,'399300,沪深300,-0.857
2008/12/30,'399300,沪深300,-1.1496
2008/12/29,'399300,沪深300,-0.3941
2008/12/26,'399300,沪深300,-0.4634
2008/12/25,'399300,沪深300,-0.8643
2008/12/24,'399300,沪深300,-1.6613
2008/12/23,'399300,沪深300,-4.8868
2008/12/22,'399300,沪深300,-1.6844
2008/12/19,'399300,沪深300,0.3429
2008/12/18,'399300,沪深300,2.1826
2008/12/17,'399300,沪深300,0.3495
2008/12/16,'399300,沪深300,0.9831
2008/12/15,'399300,沪深300,0.7475
2008/12/12,'399300,沪深300,-4.2005
2008/12/11,'399300,沪深300,-2.3877
